region,Resource,technology,cluster,Zone,New_Build,THERM,Cap_Size,VRE,Num_VRE_Bins,MUST_RUN,STOR,FLEX,HYDRO,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,capex_mw,Inv_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Heat_Rate_MMBTU_per_MWh,Fuel,Self_Disch,Min_Power,Ramp_Up_Percentage,Ramp_Dn_Percentage,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,Up_Time,Down_Time,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,ESR_1,CapRes_1,CapRes_2,CapRes_3,CapRes_4,spur_miles,spur_line_capex,interconnect_annuity,regional_cost_multiplier,lcoe,ids,waccrealtech,cap_recovery_years,unit_id_pudl,CF,plant_id_eia,fixed_o_m_mw_std,Rsv_Cost,Reg_Cost
CA_N,CA_N_solar_photovoltaic_1,solar_photovoltaic,1,1,0,0,19.184,1,1,0,0,0,0,0,2787.1,0,0,0,0,0,0,0,0,0,0,0,0,18760,0,0,0,0,9.145,None,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,"['56768.0_CR1', '56813.0_1', '56813.0_2', '56875.0_TBD', '56909.0_1', '56909.0_2', '56909.0_3', '56909.0_4', '57005.0_1', '57006.0_1', '57008.0_1', '57010.0_1', '57041.0_1', '57359.0_1', '57360.0_1', '57361.0_1', '57422.0_1', '57439.0_HPR2', '57439.0_HPR2A', '57439.0_HPR2B', '57439.0_HPR2C', '57439.0_HPR2D', '57497.0_1', '57498.0_1', '57499.0_1', '57506.0_SEIM', '57521.0_1', '57522.0_1', '57523.0_1', '57559.0_1', '57579.0_1', '57579.0_2', '57580.0_PV1', '57580.0_PV2', '57655.0_BC01', '57669.0_PV1', '57670.0_PV1', '57671.0_PV1', '57682.0_1', '57695.0_TPZ1', '57695.0_TPZ2', '57695.0_TPZ3', '57695.0_TPZ4', '57695.0_TPZ5', '57697.0_1', '57698.0_1', '57753.0_PV1', '57777.0_DL1', '57778.0_KAM1', '57779.0_DIL2', '57780.0_KAM2', '57781.0_DIL3', '57782.0_KAM3', '57783.0_BRU1', '57784.0_BRU2', '57785.0_BRU3', '57806.0_DIL4', '57816.0_MCK1', '57817.0_MCK2', '57818.0_MCK3', '57819.0_MCK4', '57820.0_MCK5', '57821.0_MCK6', '57849.0_GASF1', '57850.0_GASF2', '57891.0_1', '57892.0_1', '57933.0_1', '57970.0_SOL1', '57982.0_PV-1', '57982.0_PV-2', '58039.0_1', '58086.0_1', '58086.0_2', '58118.0_JDS1', '58119.0_DPSS', '58148.0_KS', '58204.0_INV3', '58206.0_1', '58217.0_INV4', '58261.0_1', '58370.0_GEN1', '58371.0_GEN1', '58374.0_CSCA', '58376.0_1', '58508.0_PV3', '58509.0_PV4', '58510.0_PV5', '58522.0_1', '58525.0_1', '58578.0_SON1', '58616.0_WSF1', '58625.0_SRPV2', '58625.0_SRPV3', '58633.0_1', '58636.0_1', '58713.0_NSTR', '58748.0_NBWT', '58756.0_SSD2', '58757.0_UE2', '58757.0_UF2', '58757.0_UG2', '58757.0_UH2', '58763.0_EXSC2', '58814.0_GENA', '58814.0_GENB', '58889.0_ASTI', '58890.0_BERI', '58918.0_2081', '58919.0_2127', '58920.0_2097', '58949.0_TBD', '58954.0_PV', '58975.0_PV1', '58984.0_1', '58985.0_1', '58991.0_1', '59058.0_GEN 1', '59087.0_GEN 1', '59122.0_ECA11', '59129.0_57449', '59130.0_57449', '59150.0_PV1', '59183.0_PV1', '59265.0_PV8', '59267.0_PV9', '59268.0_PV10', '59283.0_W4236', '59300.0_HAN1', '59300.0_HAN2', '59323.0_SMUPV', '59339.0_SSC13', '59413.0_C2CA', '59473.0_AC2PV', '59522.0_FRGSP', '59523.0_FRFSP', '59550.0_PCSF', '59555.0_VEGA1', '59633.0_KS', '59687.0_NDP1', '59703.0_1', '59737.0_ASPRG', '59738.0_CSB', '59746.0_1', '59748.0_1', '59870.0_GEN01', '59872.0_UCD1', '59900.0_C3CA', '59915.0_ORCA', '59939.0_TQ', '59940.0_GVS2', '59940.0_GVS3', '59940.0_GVS4', '59940.0_TQ8', '59978.0_ECA22', '59979.0_GEN1', '60027.0_ADERA', '60033.0_GEN01', '60039.0_FTRS', '60077.0_AVCA', '60083.0_PV-S', '60083.0_PV-W', '60142.0_LEPV1', '60193.0_GEN1', '60219.0_UNIT1', '60226.0_GEN01', '60275.0_WSPV1', '60389.0_REBR1', '60428.0_PV1', '60450.0_PVCR', '60777.0_GEN01', '60844.0_PV1', '60844.0_PV2', '60846.0_PV1', '60861.0_PV1', '60975.0_WS532', '60981.0_WS526', '61006.0_SCAIR', '61115.0_MANT1', '61152.0_PV1', '61209.0_PV1', '62463.0_GEN01', '62464.0_GEN01', '62465.0_GEN01', '62546.0_ALMND', '62547.0_AQUAM', '62892.0_SONRI', '62988.0_CAWF1', '63091.0_246', '63189.0_BIORD', '63387.0_RSS2', '63419.0_1122', '63422.0_1122', '63761.0_SSCLC', '63761.0_SSCLD', '63762.0_SILVA', '63762.0_SILVB', '63762.0_SILVC', '63849.0_CHNUT', '63940.0_CEN40', '63947.0_579']",0,"[56768.0, 56813.0, 56813.0, 56875.0, 56909.0, 56909.0, 56909.0, 56909.0, 57005.0, 57006.0, 57008.0, 57010.0, 57041.0, 57359.0, 57360.0, 57361.0, 57422.0, 57439.0, 57439.0, 57439.0, 57439.0, 57439.0, 57497.0, 57498.0, 57499.0, 57506.0, 57521.0, 57522.0, 57523.0, 57559.0, 57579.0, 57579.0, 57580.0, 57580.0, 57655.0, 57669.0, 57670.0, 57671.0, 57682.0, 57695.0, 57695.0, 57695.0, 57695.0, 57695.0, 57697.0, 57698.0, 57753.0, 57777.0, 57778.0, 57779.0, 57780.0, 57781.0, 57782.0, 57783.0, 57784.0, 57785.0, 57806.0, 57816.0, 57817.0, 57818.0, 57819.0, 57820.0, 57821.0, 57849.0, 57850.0, 57891.0, 57892.0, 57933.0, 57970.0, 57982.0, 57982.0, 58039.0, 58086.0, 58086.0, 58118.0, 58119.0, 58148.0, 58204.0, 58206.0, 58217.0, 58261.0, 58370.0, 58371.0, 58374.0, 58376.0, 58508.0, 58509.0, 58510.0, 58522.0, 58525.0, 58578.0, 58616.0, 58625.0, 58625.0, 58633.0, 58636.0, 58713.0, 58748.0, 58756.0, 58757.0, 58757.0, 58757.0, 58757.0, 58763.0, 58814.0, 58814.0, 58889.0, 58890.0, 58918.0, 58919.0, 58920.0, 58949.0, 58954.0, 58975.0, 58984.0, 58985.0, 58991.0, 59058.0, 59087.0, 59122.0, 59129.0, 59130.0, 59150.0, 59183.0, 59265.0, 59267.0, 59268.0, 59283.0, 59300.0, 59300.0, 59323.0, 59339.0, 59413.0, 59473.0, 59522.0, 59523.0, 59550.0, 59555.0, 59633.0, 59687.0, 59703.0, 59737.0, 59738.0, 59746.0, 59748.0, 59870.0, 59872.0, 59900.0, 59915.0, 59939.0, 59940.0, 59940.0, 59940.0, 59940.0, 59978.0, 59979.0, 60027.0, 60033.0, 60039.0, 60077.0, 60083.0, 60083.0, 60142.0, 60193.0, 60219.0, 60226.0, 60275.0, 60389.0, 60428.0, 60450.0, 60777.0, 60844.0, 60844.0, 60846.0, 60861.0, 60975.0, 60981.0, 61006.0, 61115.0, 61152.0, 61209.0, 62463.0, 62464.0, 62465.0, 62546.0, 62547.0, 62892.0, 62988.0, 63091.0, 63189.0, 63387.0, 63419.0, 63422.0, 63761.0, 63761.0, 63762.0, 63762.0, 63762.0, 63849.0, 63940.0, 63947.0]",0,0,0
CA_S,CA_S_biomass_1,biomass,1,2,-1,0,1.71,0,0,1,0,0,0,0,117.99,0,0,0,0,0,0,0,0,0,0,0,0,122976,0,0,4.271,0,12.202,None,0,0.555,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,"[1.0, 1.0, '10387.0_1A', '10387.0_2A', '10387.0_3', '50492.0_1', '50492.0_2', '52204.0_OTA5', '52204.0_OTA6', '54015.0_GEN2', '55094.0_UNT1', '55094.0_UNT2', '55094.0_UNT3', '55094.0_UNT4', '55161.0_UNT1', '55601.0_UNT1', '55601.0_UNT2', '55602.0_UNT1', '55602.0_UNT2', '55602.0_UNT3', '55602.0_UNT4', '55603.0_UNT1', '56898.0_1', '56898.0_2', '57102.0_EN01', '57102.0_EN02', '57163.0_GEN1', '57163.0_GEN3', '57419.0_0001', '57770.0_SBFC', 1.0, '58128.0_KRSO1', '58128.0_KRSO2', '58128.0_KRSO3', '58128.0_KRSO4', '58128.0_KRSO5', '58132.0_KSRO1', '58132.0_KSRO2', '58132.0_KSRO3', '58132.0_KSRO4', '58132.0_KSRO5', '58429.0_1', '58429.0_2', '58429.0_3', '58429.0_4', '58429.0_5', '58699.0_GEN 1', '58699.0_GEN 2', '59447.0_00001', '59461.0_GEN01', '59461.0_GEN02', '59461.0_GEN03', '59461.0_GEN04', '59461.0_GEN05', '59461.0_GEN06', '59461.0_GEN07', '59877.0_MB20', '60571.0_NCEP', '60960.0_CTG1', '60960.0_CTG2', '60960.0_STG1', '61501.0_GEN1', '61502.0_GEN1', '61503.0_GEN1', '63094.0_SBAD1', '63094.0_SBAD2', '63622.0_OES01', '63622.0_OES02', '64027.0_MB19']",0,"[10091.0, 10300.0, 10387.0, 10387.0, 10387.0, 50492.0, 50492.0, 52204.0, 52204.0, 54015.0, 55094.0, 55094.0, 55094.0, 55094.0, 55161.0, 55601.0, 55601.0, 55602.0, 55602.0, 55602.0, 55602.0, 55603.0, 56898.0, 56898.0, 57102.0, 57102.0, 57163.0, 57163.0, 57419.0, 57770.0, 58007.0, 58128.0, 58128.0, 58128.0, 58128.0, 58128.0, 58132.0, 58132.0, 58132.0, 58132.0, 58132.0, 58429.0, 58429.0, 58429.0, 58429.0, 58429.0, 58699.0, 58699.0, 59447.0, 59461.0, 59461.0, 59461.0, 59461.0, 59461.0, 59461.0, 59461.0, 59877.0, 60571.0, 60960.0, 60960.0, 60960.0, 61501.0, 61502.0, 61503.0, 63094.0, 63094.0, 63622.0, 63622.0, 64027.0]",0,0,0
CA_S,CA_S_conventional_hydroelectric_1,conventional_hydroelectric,1,2,-1,0,34.905,0,0,0,0,0,1,0,1396.2,0,0,0,0,0,0,0,0,0,0,0,0,44560,0,0,0,0,9.118,None,0,0.116,0.083,0.083,1,1,158.73,0,0,0,0,1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,"['317.0_1', '317.0_2', '317.0_3', '317.0_4', '318.0_3', '318.0_4', '318.0_5', '318.0_6', '319.0_1', '319.0_2', '319.0_3', '319.0_4', '319.0_5', '320.0_1', '320.0_2', '321.0_1', '321.0_2', '322.0_1', '322.0_2', '339.0_1', '339.0_2', '344.0_1', '344.0_2', '392.0_7', '393.0_1', '401.0_1', '407.0_1', '436.0_1', '436.0_2', '436.0_3', '436.0_4', '6196.0_1', '6196.0_2', '6479.0_1A', '6479.0_3', '6479.0_4', '6479.0_6', '7072.0_1', '7072.0_2', '7072.0_3']",0,"[317.0, 317.0, 317.0, 317.0, 318.0, 318.0, 318.0, 318.0, 319.0, 319.0, 319.0, 319.0, 319.0, 320.0, 320.0, 321.0, 321.0, 322.0, 322.0, 339.0, 339.0, 344.0, 344.0, 392.0, 393.0, 401.0, 407.0, 436.0, 436.0, 436.0, 436.0, 6196.0, 6196.0, 6479.0, 6479.0, 6479.0, 6479.0, 7072.0, 7072.0, 7072.0]",0,0,0
CA_S,CA_S_geothermal_1,geothermal,1,2,-1,0,9.972,0,0,1,0,0,0,0,608.292,0,0,0,0,0,0,0,0,0,0,0,0,198040,0,0,0,0,9.118,None,0,0.351,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,"['10479.0_T101', '10479.0_T102', '10479.0_T103', '10480.0_GEN1', '10480.0_GEN2', '10481.0_1', '10481.0_2', '10481.0_3', '10631.0_GEN1', '10632.0_GEN1', '10634.0_GEN1', '10759.0_GEN1', '10763.0_GBU', '10763.0_GEN1', '10873.0_GEN1', '10873.0_GEN2', '10873.0_GEN3', '10874.0_GEN4', '10874.0_GEN5', '10874.0_GEN6', '10875.0_GEN7', '10875.0_GEN8', '10875.0_GEN9', '10878.0_EE11', '10879.0_GEN1', '10879.0_GEN2', '10879.0_GEN3', '50210.0_GEN1', '50210.0_GEN2', '50766.0_ITLU1', '50766.0_ITLU2', '50766.0_OE31', '50766.0_OE32', '54111.0_GE10', '54111.0_GE11', '54111.0_GE12', '54111.0_GE13', '54111.0_GEN1', '54111.0_GEN14', '54111.0_GEN2', '54111.0_GEN3', '54111.0_GEN4', '54111.0_GEN5', '54111.0_GEN6', '54111.0_GEN7', '54111.0_GEN8', '54111.0_GEN9', '54689.0_1', '54689.0_2', '54689.0_3', '54689.0_4', '54724.0_OEC21', '54724.0_OEC22', '54996.0_4100', '55983.0_TG51', '55984.0_TG21', '56832.0_GE1', '56832.0_GE2', '56832.0_GE3', '56832.0_GE4', '57475.0_HRP1']",0,"[10479.0, 10479.0, 10479.0, 10480.0, 10480.0, 10481.0, 10481.0, 10481.0, 10631.0, 10632.0, 10634.0, 10759.0, 10763.0, 10763.0, 10873.0, 10873.0, 10873.0, 10874.0, 10874.0, 10874.0, 10875.0, 10875.0, 10875.0, 10878.0, 10879.0, 10879.0, 10879.0, 50210.0, 50210.0, 50766.0, 50766.0, 50766.0, 50766.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54111.0, 54689.0, 54689.0, 54689.0, 54689.0, 54724.0, 54724.0, 54996.0, 55983.0, 55984.0, 56832.0, 56832.0, 56832.0, 56832.0, 57475.0]",0,0,0
CA_S,CA_S_hydroelectric_pumped_storage_1,hydroelectric_pumped_storage,1,2,-1,0,208.125,0,0,0,1,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,38460,0,0,0,0,0,None,0,0.036,1,1,0.866,0.866,0,0,0,0,0,1,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,"['392.0_1', '392.0_2', '392.0_3', '392.0_4', '392.0_5', '392.0_6', '57729.0_1', '57729.0_2']",0,"[392.0, 392.0, 392.0, 392.0, 392.0, 392.0, 57729.0, 57729.0]",0,0,0
CA_S,CA_S_natural_gas_fired_combined_cycle_1,natural_gas_fired_combined_cycle,1,2,0,1,95,0,0,0,0,0,0,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,15620,0,0,4.31,0,9.665,pacific_naturalgas,0,0.496,0.64,0.64,1,1,0,0,0,0,0,1,6,6,87.21,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,"[1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,"[389.0, 389.0, 399.0, 422.0, 10213.0, 50541.0, 52073.0, 54749.0, 56041.0, 56046.0, 57122.0, 57584.0]",0,0,0
CA_S,CA_S_natural_gas_fired_combined_cycle_2,natural_gas_fired_combined_cycle,2,2,0,1,462.008,0,0,0,0,0,0,0,6006.104,0,0,0,0,0,0,0,0,0,0,0,0,9708,0,0,3.416,0,7.5,pacific_naturalgas,0,0.447,0.64,0.64,1,1,0,0,0,0,0,1,6,6,87.21,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,"[1.0, 2.0, 5.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 2.0]",0,"[358.0, 358.0, 400.0, 408.0, 55295.0, 55345.0, 55518.0, 55656.0, 55656.0, 55985.0, 56356.0, 57901.0, 57901.0]",1878.41,0,0
CA_S,CA_S_natural_gas_fired_combustion_turbine_1,natural_gas_fired_combustion_turbine,1,2,0,1,77.053,0,0,0,0,0,0,0,3082.12,0,0,0,0,0,0,0,0,0,0,0,0,9863,0,0,4.409,0,10.42,pacific_naturalgas,0,0.468,3.78,3.78,1,1,0,0,0,0,0,1,1,1,113.08,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,"['399.0_GT10', '399.0_GT11', '399.0_GT12', '399.0_GT13', '399.0_GT14', '400.0_11', '400.0_12', '400.0_13', '400.0_14', '400.0_15', '400.0_16', '422.0_GT3', '422.0_GT4', '55541.0_CTG1', '55541.0_CTG2', '55541.0_CTG3', '56143.0_1', '56143.0_2', '56143.0_3', '56143.0_4', '57027.0_CPP1', '57027.0_CPP2', '57027.0_CPP3', '57027.0_CPP4', '57482.0_CTG1', '57482.0_CTG2', '57482.0_CTG3', '57482.0_CTG4', '57482.0_CTG5', '57482.0_CTG6', '57482.0_CTG7', '57482.0_CTG8', '57515.0_GT1', '57515.0_GT2', '57515.0_GT3', '57515.0_GT4', '57515.0_GT5', '57555.0_CTG1', '57555.0_CTG2', '57555.0_CTG3']",0,"[399.0, 399.0, 399.0, 399.0, 399.0, 400.0, 400.0, 400.0, 400.0, 400.0, 400.0, 422.0, 422.0, 55541.0, 55541.0, 55541.0, 56143.0, 56143.0, 56143.0, 56143.0, 57027.0, 57027.0, 57027.0, 57027.0, 57482.0, 57482.0, 57482.0, 57482.0, 57482.0, 57482.0, 57482.0, 57482.0, 57515.0, 57515.0, 57515.0, 57515.0, 57515.0, 57555.0, 57555.0, 57555.0]",841.399,0,0
CA_S,CA_S_natural_gas_fired_combustion_turbine_2,natural_gas_fired_combustion_turbine,2,2,0,1,29.04,0,0,0,0,0,0,0,1393.92,0,0,0,0,0,0,0,0,0,0,0,0,13415,0,0,4.409,0,11.413,pacific_naturalgas,0,0.528,3.78,3.78,1,1,0,0,0,0,0,1,1,1,113.08,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,"['377.0_9', '408.0_5', '7693.0_1', '7987.0_L1', '10175.0_1711', '50610.0_01', '52076.0_UNIT1', '52076.0_UNIT2', '55510.0_CPP4', '55512.0_CPP6', '55513.0_CPP7', '55538.0_CTG1', '55540.0_GEN1', '55542.0_CTG1', '55542.0_CTG2', '55934.0_C1', '55934.0_C2', '55934.0_C3', '55934.0_C4', '55935.0_D1', '55935.0_D2', '55935.0_D3', '55935.0_D4', '55951.0_AMP1', '56051.0_GEN1', '56144.0_1', '56144.0_2', '56144.0_3', '56144.0_4', '56232.0_1', '56232.0_2', '56471.0_1', '56472.0_1', '56473.0_1', '56474.0_1', '56475.0_1', '56569.0_1', '56569.0_2', '56914.0_CTG1', '56914.0_CTG2', '57001.0_GEN1', '58122.0_GEN1', '58169.0_1', '58258.0_GEN1', '58258.0_GEN2', '58914.0_CG1', '58914.0_CG100', '58914.0_CG200']",0,"[377.0, 408.0, 7693.0, 7987.0, 10175.0, 50610.0, 52076.0, 52076.0, 55510.0, 55512.0, 55513.0, 55538.0, 55540.0, 55542.0, 55542.0, 55934.0, 55934.0, 55934.0, 55934.0, 55935.0, 55935.0, 55935.0, 55935.0, 55951.0, 56051.0, 56144.0, 56144.0, 56144.0, 56144.0, 56232.0, 56232.0, 56471.0, 56472.0, 56473.0, 56474.0, 56475.0, 56569.0, 56569.0, 56914.0, 56914.0, 57001.0, 58122.0, 58169.0, 58258.0, 58258.0, 58914.0, 58914.0, 58914.0]",0,0,0
CA_S,CA_S_onshore_wind_turbine_1,onshore_wind_turbine,1,2,0,0,64.986,1,1,0,0,0,0,0,4735.6,0,0,0,0,0,0,0,0,0,0,0,0,43205,0,0,-7.2,0,9.122,None,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0,0,0,"['50553.0_1', '54298.0_GEWE', '54299.0_GEWE', '54300.0_GEWE', '54454.0_GEN11', '54909.0_EXI2', '55719.0_GEN2', '55719.0_GENI', '56011.0_V-47', '56012.0_1', '56112.0_V47', '56295.0_1', '56302.0_1', '56433.0_1', '56791.0_1', '57282.0_AW01', '57291.0_AW02', '57292.0_AW03', '57293.0_AW04', '57294.0_AW05', '57302.0_1', '57459.0_1', '57484.0_GEN1', '57514.0_WTG', '57566.0_1.7SF', '57566.0_2.5P2', '57566.0_2.8P3', '57621.0_GEN1', '57757.0_1', '57774.0_WGNS', '57792.0_WTG1', '57833.0_AW06', '57834.0_AW07', '57835.0_AW08', '57837.0_AW09', '57913.0_1', '57962.0_BT1', '58101.0_WTG1', '58101.0_WTG2', '58102.0_WTG1', '58102.0_WTG2', '58113.0_WTG1', '58113.0_WTG2', '58114.0_WTG1', '58114.0_WTG2', '58114.0_WTG3', '58154.0_GEN1', '58233.0_GEN1', '58394.0_AW10', '58395.0_AW11', '59235.0_GEN1', '59236.0_GEN1', '59328.0_GAC1', '61066.0_WTG1', '62113.0_ST-CA', '63482.0_PW1', '63941.0_OA1']",0,"[50553.0, 54298.0, 54299.0, 54300.0, 54454.0, 54909.0, 55719.0, 55719.0, 56011.0, 56012.0, 56112.0, 56295.0, 56302.0, 56433.0, 56791.0, 57282.0, 57291.0, 57292.0, 57293.0, 57294.0, 57302.0, 57459.0, 57484.0, 57514.0, 57566.0, 57566.0, 57566.0, 57621.0, 57757.0, 57774.0, 57792.0, 57833.0, 57834.0, 57835.0, 57837.0, 57913.0, 57962.0, 58101.0, 58101.0, 58102.0, 58102.0, 58113.0, 58113.0, 58114.0, 58114.0, 58114.0, 58154.0, 58233.0, 58394.0, 58395.0, 59235.0, 59236.0, 59328.0, 61066.0, 62113.0, 63482.0, 63941.0]",0,0,0
CA_S,CA_S_small_hydroelectric_1,small_hydroelectric,1,2,-1,0,1.086,0,0,1,0,0,0,0,133.578,0,0,0,0,0,0,0,0,0,0,0,0,44560,0,0,0,0,8.653,None,0,0.186,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"['72.0_1', '289.0_1', '289.0_2', '314.0_1', '314.0_2', '316.0_1', '323.0_1', '323.0_2', '323.0_3', '324.0_1', '324.0_2', '324.0_3', '325.0_1', '325.0_2', '325.0_3', '325.0_4', '325.0_5', '326.0_1', '326.0_2', '327.0_1', '328.0_1', '328.0_2', '328.0_3', '332.0_1', '332.0_2', '336.0_2', '337.0_1', '338.0_1', '338.0_2', '340.0_1', '340.0_2', '340.0_3', '340.0_4', '342.0_1', '342.0_2', '353.0_1', '354.0_1', '357.0_1', '357.0_2', '361.0_1', '361.0_2', '361.0_3', '361.0_4', '363.0_1', '365.0_1', '365.0_2', '385.0_1', '385.0_2', '386.0_1', '386.0_2', '387.0_1', '387.0_2', '388.0_1', '388.0_2', '391.0_1', '394.0_1', '394.0_2', '396.0_1', '397.0_1', '398.0_1', '398.0_2', '402.0_1', '403.0_1', '403.0_2', '457.0_HC1', '457.0_HC2', '479.0_1', '480.0_1', '481.0_1', '482.0_1', '483.0_1', '484.0_1', '487.0_1', '585.0_1', '585.0_2', '585.0_3', '586.0_1', '745.0_1', '905.0_1', '6449.0_1', '6480.0_2', '6480.0_3', '6643.0_1', '6644.0_1', '6645.0_1', '6645.0_2', '6646.0_1', '6647.0_1', '7147.0_3', '7147.0_4', '7147.0_5', '7942.0_10', '7942.0_11', '7942.0_12', '7942.0_2', '7942.0_3', '7942.0_4', '7942.0_6', '7942.0_7', '7942.0_8', '10139.0_GEN1', '10139.0_GEN2', '10162.0_WWHI', '10222.0_SPP1', '50076.0_UNT1', '50076.0_UNT2', '50147.0_1', '50233.0_4011', '50375.0_GEN1', '50492.0_3', '54017.0_U1', '54017.0_U2', '54343.0_GEN1', '56125.0_4152', '56615.0_G100', '57364.0_1', '57364.0_2', '57854.0_1PT2', '57854.0_1PT3', '57854.0_2T1', '57854.0_2T2', '57854.0_3T1', '57854.0_3T2']",0,"[72.0, 289.0, 289.0, 314.0, 314.0, 316.0, 323.0, 323.0, 323.0, 324.0, 324.0, 324.0, 325.0, 325.0, 325.0, 325.0, 325.0, 326.0, 326.0, 327.0, 328.0, 328.0, 328.0, 332.0, 332.0, 336.0, 337.0, 338.0, 338.0, 340.0, 340.0, 340.0, 340.0, 342.0, 342.0, 353.0, 354.0, 357.0, 357.0, 361.0, 361.0, 361.0, 361.0, 363.0, 365.0, 365.0, 385.0, 385.0, 386.0, 386.0, 387.0, 387.0, 388.0, 388.0, 391.0, 394.0, 394.0, 396.0, 397.0, 398.0, 398.0, 402.0, 403.0, 403.0, 457.0, 457.0, 479.0, 480.0, 481.0, 482.0, 483.0, 484.0, 487.0, 585.0, 585.0, 585.0, 586.0, 745.0, 905.0, 6449.0, 6480.0, 6480.0, 6643.0, 6644.0, 6645.0, 6645.0, 6646.0, 6647.0, 7147.0, 7147.0, 7147.0, 7942.0, 7942.0, 7942.0, 7942.0, 7942.0, 7942.0, 7942.0, 7942.0, 7942.0, 10139.0, 10139.0, 10162.0, 10222.0, 50076.0, 50076.0, 50147.0, 50233.0, 50375.0, 50492.0, 54017.0, 54017.0, 54343.0, 56125.0, 56615.0, 57364.0, 57364.0, 57854.0, 57854.0, 57854.0, 57854.0, 57854.0, 57854.0]",0,0,0
